,School,Zip Code,School Type,FEDERAL WORK Recipients,FEDERAL WORK $ Federal Award, FEDERAL WORK Disbursements,PERKINS LOAN Recipients,PERKINS LOAN $ Federal Award,PERKINS LOAN Disbursements,FEDERAL SUPPLEMENTAL Recipients,FEDERAL SUPPLEMENTAL $ Federal Award,FEDERAL SUPPLEMENTAL Disbursements,CITY,TuitionAmount,region,State,Substate Region,value,year
10461,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Capital District,Nevada,Capital District,0.0656448603,2012.0
10462,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 4,Oregon,Region 4,0.077599625,2012.0
10463,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Davis County,Utah,Davis County,0.0928473033,2012.0
10468,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 10,California,Region 10,0.064601696,2012.0
10469,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10470,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10471,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
10472,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 10,California,Region 10,0.064601696,2012.0
10473,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0636359011,2012.0
10474,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
10475,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
10477,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region II,Illinois,Region II,0.0588701886,2012.0
10478,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0705069959,2012.0
10479,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Capital District,Nevada,Capital District,0.0656448603,2012.0
10480,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 4,Oregon,Region 4,0.077599625,2012.0
10481,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Davis County,Utah,Davis County,0.0928473033,2012.0
10486,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 10,California,Region 10,0.064601696,2012.0
10487,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10488,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10489,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
10490,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 10,California,Region 10,0.064601696,2012.0
10491,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0636359011,2012.0
10492,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
10493,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
10495,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region II,Illinois,Region II,0.0588701886,2012.0
10496,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0705069959,2012.0
10497,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Capital District,Nevada,Capital District,0.0656448603,2012.0
10498,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 4,Oregon,Region 4,0.077599625,2012.0
10499,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Davis County,Utah,Davis County,0.0928473033,2012.0
10504,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 10,California,Region 10,0.064601696,2012.0
10505,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10506,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10507,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
10508,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 10,California,Region 10,0.064601696,2012.0
10509,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0636359011,2012.0
10510,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
10511,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
10513,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region II,Illinois,Region II,0.0588701886,2012.0
10514,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0705069959,2012.0
10515,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Capital District,Nevada,Capital District,0.0656448603,2012.0
10516,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 4,Oregon,Region 4,0.077599625,2012.0
10517,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Davis County,Utah,Davis County,0.0928473033,2012.0
10522,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Aurora,25058.0,Region 10,California,Region 10,0.064601696,2012.0
10523,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Aurora,25058.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10524,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Aurora,25058.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10525,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Aurora,25058.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
10526,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Aurora,25058.0,Region 10,California,Region 10,0.064601696,2012.0
10527,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Aurora,25058.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0636359011,2012.0
10528,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Aurora,25058.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
10529,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Aurora,25058.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
10531,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Aurora,25058.0,Region II,Illinois,Region II,0.0588701886,2012.0
10532,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Aurora,25058.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0705069959,2012.0
10533,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Aurora,25058.0,Capital District,Nevada,Capital District,0.0656448603,2012.0
10534,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Aurora,25058.0,Region 4,Oregon,Region 4,0.077599625,2012.0
10535,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Aurora,25058.0,Davis County,Utah,Davis County,0.0928473033,2012.0
10540,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Aurora,25058.0,Region 10,California,Region 10,0.064601696,2012.0
10541,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Aurora,25058.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10542,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Aurora,25058.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10543,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Aurora,25058.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
10544,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Aurora,25058.0,Region 10,California,Region 10,0.064601696,2012.0
10545,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Aurora,25058.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0636359011,2012.0
10546,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Aurora,25058.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
10547,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Aurora,25058.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
10549,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Aurora,25058.0,Region II,Illinois,Region II,0.0588701886,2012.0
10550,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Aurora,25058.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0705069959,2012.0
10551,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Aurora,25058.0,Capital District,Nevada,Capital District,0.0656448603,2012.0
10552,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Aurora,25058.0,Region 4,Oregon,Region 4,0.077599625,2012.0
10553,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Aurora,25058.0,Davis County,Utah,Davis County,0.0928473033,2012.0
10558,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Springfield,23751.0,Region 10,California,Region 10,0.064601696,2012.0
10559,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Springfield,23751.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10560,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Springfield,23751.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10561,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Springfield,23751.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
10562,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Springfield,23751.0,Region 10,California,Region 10,0.064601696,2012.0
10563,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Springfield,23751.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0636359011,2012.0
10564,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Springfield,23751.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
10565,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Springfield,23751.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
10567,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Springfield,23751.0,Region II,Illinois,Region II,0.0588701886,2012.0
10568,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Springfield,23751.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0705069959,2012.0
10569,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Springfield,23751.0,Capital District,Nevada,Capital District,0.0656448603,2012.0
10570,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Springfield,23751.0,Region 4,Oregon,Region 4,0.077599625,2012.0
10571,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Springfield,23751.0,Davis County,Utah,Davis County,0.0928473033,2012.0
10576,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Portland,25597.0,Region 10,California,Region 10,0.064601696,2012.0
10577,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Portland,25597.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10578,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Portland,25597.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10579,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Portland,25597.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
10580,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Portland,25597.0,Region 10,California,Region 10,0.064601696,2012.0
10581,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Portland,25597.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0636359011,2012.0
10582,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Portland,25597.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
10583,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Portland,25597.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
10585,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Portland,25597.0,Region II,Illinois,Region II,0.0588701886,2012.0
10586,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Portland,25597.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0705069959,2012.0
10587,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Portland,25597.0,Capital District,Nevada,Capital District,0.0656448603,2012.0
10588,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Portland,25597.0,Region 4,Oregon,Region 4,0.077599625,2012.0
10589,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Portland,25597.0,Davis County,Utah,Davis County,0.0928473033,2012.0
10594,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Newport News,23327.0,Region 10,California,Region 10,0.064601696,2012.0
10595,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Newport News,23327.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10596,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Newport News,23327.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10597,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Newport News,23327.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
10598,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Newport News,23327.0,Region 10,California,Region 10,0.064601696,2012.0
10599,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Newport News,23327.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0636359011,2012.0
10600,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Newport News,23327.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
10601,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Newport News,23327.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
10603,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Newport News,23327.0,Region II,Illinois,Region II,0.0588701886,2012.0
