,School,State,Zip Code,School Type,FEDERAL WORK Recipients,FEDERAL WORK $ Federal Award, FEDERAL WORK Disbursements,PERKINS LOAN Recipients,PERKINS LOAN $ Federal Award,PERKINS LOAN Disbursements,FEDERAL SUPPLEMENTAL Recipients,FEDERAL SUPPLEMENTAL $ Federal Award,FEDERAL SUPPLEMENTAL Disbursements,CITY,TuitionAmount,value,year,location
575,638,4,2064,0,84.0,219635.0,300851,76.0,0.0,188495.0,138.0,180337.0,179274.0,440,33973.0,0.0519580376,2013.0,31
576,642,4,2040,2,64.0,230113.0,169060,0.0,0.0,0.0,275.0,220052.0,238950.0,443,10533.0,0.047252102,2013.0,45
577,650,4,2110,2,45.0,91587.0,82177,0.0,0.0,0.0,431.0,65927.0,71229.0,461,11544.0,0.047252102,2013.0,45
580,675,4,1928,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,542,34428.0,0.0512508457,2013.0,47
581,700,4,1993,2,93.0,282449.0,227609,0.0,0.0,0.0,884.0,261334.0,451527.0,361,7759.0,0.047252102,2013.0,45
582,723,4,1977,0,157.0,66671.0,90174,90.0,0.0,424276.0,96.0,122804.0,163739.0,238,60613.0,0.0536661934,2013.0,44
583,727,4,2076,1,394.0,1117743.0,1463429,0.0,0.0,0.0,5744.0,1591548.0,2280079.0,996,24503.0,0.0526517366,2013.0,32
584,727,4,2076,1,394.0,1117743.0,1463429,0.0,0.0,0.0,5744.0,1591548.0,2280079.0,440,23046.0,0.0526517366,2013.0,32
585,727,4,2076,1,394.0,1117743.0,1463429,0.0,0.0,0.0,5744.0,1591548.0,2280079.0,761,23209.0,0.0526517366,2013.0,32
586,727,4,2076,1,394.0,1117743.0,1463429,0.0,0.0,0.0,5744.0,1591548.0,2280079.0,269,22720.0,0.0526517366,2013.0,32
587,727,4,2076,1,394.0,1117743.0,1463429,0.0,0.0,0.0,5744.0,1591548.0,2280079.0,1045,25105.0,0.0526517366,2013.0,32
588,727,4,2076,1,394.0,1117743.0,1463429,0.0,0.0,0.0,5744.0,1591548.0,2280079.0,1186,22157.0,0.0526517366,2013.0,32
589,727,4,2076,1,394.0,1117743.0,1463429,0.0,0.0,0.0,5744.0,1591548.0,2280079.0,522,23574.0,0.0526517366,2013.0,32
590,727,4,2076,1,394.0,1117743.0,1463429,0.0,0.0,0.0,5744.0,1591548.0,2280079.0,1072,22680.0,0.0526517366,2013.0,32
591,727,4,2076,1,394.0,1117743.0,1463429,0.0,0.0,0.0,5744.0,1591548.0,2280079.0,1070,24722.0,0.0526517366,2013.0,32
592,754,4,2101,0,77.0,109165.0,109302,9.0,0.0,25700.0,72.0,68757.0,66165.0,882,46994.0,0.0477621109,2013.0,48
593,758,4,2038,0,51.0,58899.0,80270,8.0,0.0,21000.0,46.0,37430.0,37430.0,443,40303.0,0.0519580376,2013.0,31
594,768,4,2127,2,258.0,581224.0,486124,236.0,0.0,635682.0,318.0,252430.0,438373.0,45,23113.0,0.0536661934,2013.0,44
595,785,4,2013,2,153.0,385789.0,462914,0.0,0.0,0.0,527.0,240374.0,222800.0,556,9320.0,0.0512622551,2013.0,41
596,808,4,2028,2,164.0,211409.0,259761,0.0,0.0,0.0,306.0,281102.0,387333.0,570,16598.0,0.0535017417,2013.0,33
597,882,4,2023,0,231.0,300437.0,395798,473.0,0.0,1394129.0,348.0,215129.0,289475.0,1024,39842.0,0.0512622551,2013.0,41
598,889,4,2031,0,22.0,30421.0,30421,0.0,0.0,0.0,44.0,26171.0,26171.0,628,39713.0,0.0519580376,2013.0,31
599,898,4,2143,2,16.0,42971.0,34975,0.0,0.0,0.0,103.0,54347.0,59488.0,1157,10124.0,0.0519580376,2013.0,31
600,912,4,2098,2,95.0,360087.0,326282,0.0,0.0,0.0,975.0,516059.0,490785.0,882,14398.0,0.0519580376,2013.0,31
601,916,4,2093,2,33.0,72303.0,91565,0.0,0.0,0.0,144.0,76942.0,101600.0,677,10749.0,0.0526517366,2013.0,32
607,939,4,1986,0,5.0,14323.0,14713,0.0,0.0,0.0,84.0,11937.0,15916.0,1080,24492.0,0.047252102,2013.0,45
608,954,4,1955,2,173.0,616353.0,548286,1.0,0.0,4500.0,1529.0,575212.0,950069.0,682,10615.0,0.0512622551,2013.0,41
609,959,4,1926,2,140.0,333461.0,337824,16.0,0.0,31292.0,719.0,339884.0,324250.0,690,11090.0,0.0512622551,2013.0,41
610,960,4,1952,2,67.0,150982.0,198260,18.0,0.0,47500.0,427.0,147748.0,146800.0,1358,13977.0,0.0512622551,2013.0,41
611,961,4,1965,2,47.0,179652.0,157176,3.0,0.0,8395.0,408.0,145089.0,145200.0,1202,13281.0,0.0535017417,2013.0,33
612,962,4,1971,2,110.0,296526.0,305030,1.0,0.0,1148.0,801.0,294080.0,292600.0,1367,14213.0,0.0512622551,2013.0,41
613,963,4,1935,2,78.0,149237.0,138936,22.0,0.0,18675.0,297.0,194248.0,181600.0,690,11945.0,0.0512508457,2013.0,47
614,964,4,1923,2,96.0,284304.0,252588,45.0,0.0,85000.0,830.0,370018.0,372511.0,690,11030.0,0.0512622551,2013.0,41
615,965,4,1972,2,80.0,251046.0,241663,32.0,0.0,85800.0,522.0,249851.0,237953.0,1276,13341.0,0.047252102,2013.0,45
616,966,4,2096,2,81.0,128250.0,145952,0.0,0.0,0.0,238.0,135712.0,135700.0,957,14140.0,0.0512508457,2013.0,47
617,975,4,1931,0,1826.0,1269744.0,3483645,810.0,0.0,2482460.0,829.0,599941.0,799921.0,690,55432.0,0.0519580376,2013.0,31
618,1027,4,1944,0,38.0,66089.0,74663,0.0,0.0,0.0,59.0,86795.0,96726.0,997,44406.0,0.047252102,2013.0,45
619,1038,4,2012,1,9.0,11059.0,21255,0.0,0.0,0.0,243.0,20000.0,24510.0,203,15958.0,0.0535017417,2013.0,33
620,1051,4,2125,2,51.0,69926.0,62455,0.0,0.0,0.0,300.0,83887.0,88000.0,1258,14316.0,0.0512622551,2013.0,41
621,1052,4,2072,0,81.0,62655.0,71926,0.0,0.0,0.0,67.0,45854.0,61302.0,56,51649.0,0.047252102,2013.0,45
622,1061,4,2102,2,88.0,215272.0,178005,0.0,0.0,0.0,528.0,283179.0,269695.0,875,9083.0,0.0519580376,2013.0,31
623,1061,4,2102,2,88.0,215272.0,178005,0.0,0.0,0.0,528.0,283179.0,269695.0,882,15651.0,0.0519580376,2013.0,31
624,1098,4,2100,0,186.0,228933.0,316105,172.0,0.0,218253.0,194.0,119430.0,235333.0,882,54668.0,0.0513455354,2013.0,46
625,1111,4,1994,2,79.0,166757.0,201704,0.0,0.0,0.0,482.0,188903.0,216500.0,886,9338.0,0.047252102,2013.0,45
626,1113,4,2112,2,66.0,127895.0,121047,0.0,0.0,0.0,470.0,131701.0,200391.0,1094,13876.0,0.0513455354,2013.0,46
627,1131,4,2121,2,183.0,448690.0,599413,0.0,0.0,0.0,1040.0,480556.0,615667.0,774,12734.0,0.0513455354,2013.0,46
628,1143,4,2068,2,100.0,136838.0,126771,0.0,0.0,0.0,334.0,93576.0,93576.0,785,12092.0,0.047252102,2013.0,45
629,1154,4,2025,2,163.0,360000.0,402720,0.0,0.0,0.0,469.0,360000.0,449970.0,796,12112.0,0.0513455354,2013.0,46
630,1171,4,1987,2,168.0,450697.0,320164,1.0,0.0,1500.0,1588.0,469113.0,426386.0,1295,9243.0,0.047252102,2013.0,45
631,1178,4,1957,1,15.0,27888.0,37184,0.0,0.0,0.0,80.0,37681.0,48399.0,781,28093.0,0.0519580376,2013.0,31
632,1183,4,1925,1,16.0,48054.0,63991,0.0,0.0,0.0,147.0,57209.0,78201.0,542,39155.0,0.047252102,2013.0,45
633,1186,4,2095,2,59.0,138077.0,127624,0.0,0.0,0.0,705.0,226120.0,215352.0,824,15178.0,0.0519580376,2013.0,31
634,1194,4,2115,1,3.0,17179.0,15768,0.0,0.0,0.0,100.0,14531.0,25468.0,1082,22545.0,0.047252102,2013.0,45
635,1228,4,1999,1,33.0,69679.0,110281,0.0,0.0,0.0,33.0,31225.0,31225.0,1079,43957.0,0.0519580376,2013.0,31
636,1234,4,2041,2,159.0,270000.0,360633,0.0,0.0,0.0,344.0,270000.0,345360.0,857,12619.0,0.0536661934,2013.0,44
637,1303,4,2070,0,64.0,126462.0,122580,52.0,0.0,54000.0,60.0,87973.0,87973.0,98,47115.0,0.0477621109,2013.0,48
638,1315,4,1930,0,564.0,173100.0,785284,257.0,0.0,611880.0,71.0,188648.0,246750.0,690,60655.0,0.0519580376,2013.0,31
639,1331,4,2090,2,35.0,75363.0,86189,0.0,0.0,0.0,309.0,79234.0,105400.0,439,16039.0,0.0519580376,2013.0,31
640,1346,4,2030,2,195.0,700000.0,600174,41.0,0.0,147028.0,2235.0,700000.0,1059649.0,281,16053.0,0.0519580376,2013.0,31
641,1353,4,1932,0,128.0,97975.0,130032,5.0,0.0,12187.0,74.0,90274.0,120365.0,690,52397.0,0.0519580376,2013.0,31
642,1362,4,2002,1,91.0,145137.0,162763,0.0,0.0,0.0,65.0,26545.0,34700.0,1079,24166.0,0.0535017417,2013.0,33
643,1364,4,2086,0,199.0,122975.0,290093,216.0,0.0,601139.0,186.0,363198.0,498853.0,37,38800.0,0.0519580376,2013.0,31
644,1370,4,2011,2,19.0,18362.0,15393,0.0,0.0,0.0,52.0,20945.0,21103.0,129,12973.0,0.0519580376,2013.0,31
645,1371,4,1995,2,71.0,273494.0,188516,0.0,0.0,0.0,910.0,340428.0,504799.0,1084,11077.0,0.0519580376,2013.0,31
646,1377,4,1961,2,168.0,467140.0,445814,0.0,0.0,0.0,783.0,520624.0,496126.0,933,11751.0,0.0519580376,2013.0,31
647,1392,4,1943,0,668.0,1073757.0,1077792,452.0,0.0,2142943.0,438.0,355191.0,623925.0,706,58772.0,0.0536661934,2013.0,44
648,1404,4,1978,0,266.0,173463.0,487280,98.0,0.0,191410.0,59.0,173351.0,231135.0,238,59266.0,0.0536661934,2013.0,44
649,1405,4,1989,1,21.0,48707.0,60520,0.0,0.0,0.0,123.0,60763.0,79620.0,896,33392.0,0.0512622551,2013.0,41
650,1405,4,1989,1,21.0,48707.0,60520,0.0,0.0,0.0,123.0,60763.0,79620.0,1024,33931.0,0.0512622551,2013.0,41
651,1405,4,1989,1,21.0,48707.0,60520,0.0,0.0,0.0,123.0,60763.0,79620.0,60,41957.0,0.0512622551,2013.0,50
652,1406,4,2005,1,7.0,24827.0,35484,0.0,0.0,0.0,43.0,32095.0,30631.0,1079,40468.0,0.0535017417,2013.0,33
653,1407,4,2000,0,504.0,243069.0,732331,222.0,0.0,699513.0,180.0,146403.0,194004.0,1079,43060.0,0.0519580376,2013.0,31
654,1411,4,1979,0,150.0,239683.0,239684,83.0,0.0,243379.0,264.0,287880.0,463734.0,238,57014.0,0.0536661934,2013.0,44
655,1425,4,1960,0,4.0,5000.0,6250,0.0,0.0,0.0,16.0,5000.0,5100.0,933,35917.0,0.0535017417,2013.0,33
656,1454,4,2063,2,167.0,251186.0,217880,0.0,0.0,0.0,481.0,279522.0,311600.0,1009,10026.0,0.0551719398,2013.0,36
657,1472,4,2022,2,214.0,327753.0,415472,0.0,0.0,0.0,488.0,370233.0,463146.0,1024,12403.0,0.0519580376,2013.0,31
658,1501,4,2033,2,82.0,150430.0,146576,0.0,0.0,0.0,549.0,146873.0,245964.0,768,14954.0,0.0519580376,2013.0,31
659,1502,4,2026,1,9.0,26128.0,19453,0.0,0.0,0.0,337.0,36364.0,52413.0,796,14519.0,0.0536661934,2013.0,44
660,1525,4,2094,0,222.0,402407.0,460964,349.0,0.0,568881.0,401.0,262634.0,386869.0,794,56500.0,0.0551719398,2013.0,36
661,1543,4,2020,2,129.0,352967.0,288013,28.0,0.0,77441.0,806.0,408310.0,427078.0,1077,12483.0,0.0519580376,2013.0,31
662,1544,4,1991,0,20.0,37068.0,42735,14.0,0.0,40750.0,48.0,57086.0,49573.0,1101,37696.0,0.0477621109,2013.0,48
663,1545,4,1998,2,133.0,354184.0,403466,0.0,0.0,0.0,924.0,383612.0,473300.0,1079,12291.0,0.0519580376,2013.0,31
664,1546,4,2004,2,76.0,310391.0,301442,0.0,0.0,0.0,594.0,349182.0,331350.0,1079,12796.0,0.0519580376,2013.0,31
665,1547,4,2008,2,45.0,96159.0,137095,0.0,0.0,0.0,170.0,95464.0,102640.0,1079,11969.0,0.0536661934,2013.0,44
666,1548,4,2010,2,723.0,1157506.0,1405925,270.0,0.0,1194090.0,689.0,632076.0,844065.0,1079,20252.0,0.0536661934,2013.0,44
667,1549,4,2082,0,88.0,115291.0,144114,0.0,0.0,0.0,174.0,112002.0,153832.0,1081,55809.0,0.0550662832,2013.0,34
668,1550,4,2075,0,48.0,83265.0,105303,41.0,0.0,109500.0,44.0,16074.0,25233.0,1081,52260.0,0.0519580376,2013.0,31
669,1551,4,2081,2,689.0,1461496.0,1674157,1200.0,0.0,1684077.0,1812.0,870977.0,1161107.0,1081,22267.0,0.0536661934,2013.0,44
670,1553,4,2118,2,201.0,568075.0,530517,0.0,0.0,0.0,891.0,536397.0,558260.0,1186,14951.0,0.0519580376,2013.0,31
671,1554,4,2055,1,69.0,114467.0,190307,0.0,0.0,0.0,1045.0,311290.0,437608.0,1290,26654.0,0.0536661934,2013.0,44
672,1554,4,2055,1,69.0,114467.0,190307,0.0,0.0,0.0,1045.0,311290.0,437608.0,68,22188.0,0.0536661934,2013.0,44
673,1554,4,2055,1,69.0,114467.0,190307,0.0,0.0,0.0,1045.0,311290.0,437608.0,440,22617.0,0.0536661934,2013.0,44
674,1554,4,2055,1,69.0,114467.0,190307,0.0,0.0,0.0,1045.0,311290.0,437608.0,440,22501.0,0.0536661934,2013.0,44
675,1554,4,2055,1,69.0,114467.0,190307,0.0,0.0,0.0,1045.0,311290.0,437608.0,896,22689.0,0.0536661934,2013.0,44
676,1554,4,2055,1,69.0,114467.0,190307,0.0,0.0,0.0,1045.0,311290.0,437608.0,1070,22304.0,0.0536661934,2013.0,44
677,1554,4,2055,1,69.0,114467.0,190307,0.0,0.0,0.0,1045.0,311290.0,437608.0,527,24118.0,0.0536661934,2013.0,44
678,1554,4,2055,1,69.0,114467.0,190307,0.0,0.0,0.0,1045.0,311290.0,437608.0,1215,23769.0,0.0536661934,2013.0,44
679,1554,4,2055,1,69.0,114467.0,190307,0.0,0.0,0.0,1045.0,311290.0,437608.0,639,23724.0,0.0536661934,2013.0,44
680,1555,4,2117,2,512.0,1287455.0,1674236,432.0,0.0,1285282.0,2132.0,1028772.0,1371696.0,1082,21160.0,0.0536661934,2013.0,44
681,1559,4,2035,2,104.0,288956.0,221217,0.0,0.0,0.0,1115.0,259293.0,440533.0,1092,8398.0,0.0551719398,2013.0,36
682,1560,4,2046,1,25.0,96576.0,108873,26.0,0.0,93021.0,972.0,129095.0,226203.0,68,23144.0,0.0536661934,2013.0,44
683,1560,4,2046,1,25.0,96576.0,108873,26.0,0.0,93021.0,972.0,129095.0,226203.0,1098,21409.0,0.0536661934,2013.0,44
684,1561,4,2051,2,178.0,386402.0,375592,0.0,0.0,0.0,684.0,211557.0,283040.0,1093,15367.0,0.0551719398,2013.0,36
685,1562,4,2111,0,269.0,703885.0,731091,435.0,0.0,1693717.0,156.0,339081.0,452108.0,1094,57213.0,0.0513455354,2013.0,46
686,1566,4,1945,2,416.0,557194.0,771891,0.0,0.0,0.0,4684.0,596414.0,634278.0,1099,12202.0,0.0551719398,2013.0,36
687,1567,4,2124,2,137.0,257832.0,334862,0.0,0.0,0.0,278.0,193613.0,162441.0,1100,12722.0,0.0551719398,2013.0,36
688,1568,4,2044,2,40.0,74258.0,105263,0.0,0.0,0.0,90.0,81535.0,49800.0,897,8806.0,0.0535017417,2013.0,33
689,1583,4,1976,0,128.0,164327.0,216511,19.0,0.0,51423.0,49.0,130443.0,173924.0,238,58888.0,0.0477621109,2013.0,48
690,1589,4,2139,0,11.0,6982.0,11234,0.0,0.0,0.0,23.0,9581.0,10201.0,1006,24984.0,0.0536661934,2013.0,44
691,1590,4,2141,2,66.0,199528.0,209098,0.0,0.0,0.0,331.0,100000.0,124798.0,1006,10866.0,0.0551719398,2013.0,36
692,1601,4,2130,2,112.0,278610.0,338268,0.0,0.0,0.0,739.0,261935.0,349247.0,1032,13157.0,0.0551719398,2013.0,36
693,1605,4,2140,0,75.0,86090.0,100787,36.0,0.0,53318.0,91.0,62118.0,82824.0,1006,33889.0,0.0551719398,2013.0,36
694,1610,4,2074,2,79.0,262102.0,333658,0.0,0.0,0.0,305.0,146676.0,195499.0,1078,9784.0,0.0512508457,2013.0,47
695,1610,4,2074,2,79.0,262102.0,333658,0.0,0.0,0.0,305.0,146676.0,195499.0,1025,25057.0,0.0512508457,2013.0,37
696,1614,4,2032,0,35.0,23729.0,43047,0.0,0.0,0.0,28.0,26748.0,35664.0,18,40842.0,0.0512622551,2013.0,41
697,1615,4,2088,2,61.0,143150.0,148522,0.0,0.0,0.0,399.0,136819.0,125925.0,396,12671.0,0.0551719398,2013.0,36
698,1616,4,2108,2,200.0,406004.0,455627,91.0,0.0,192000.0,275.0,199629.0,286172.0,1036,23675.0,0.0536661934,2013.0,44
699,1644,4,1921,0,83.0,100735.0,134839,0.0,0.0,0.0,89.0,38742.0,51850.0,690,50373.0,0.0535017417,2013.0,33
700,1645,4,2037,1,12.0,31450.0,36771,0.0,0.0,0.0,257.0,56134.0,82467.0,32,28736.0,0.0535017417,2013.0,33
701,1704,4,2083,0,512.0,1362113.0,1716952,1768.0,0.0,12361142.0,492.0,886611.0,1280416.0,1177,58408.0,0.0551719398,2013.0,36
702,1745,4,2053,2,23.0,42791.0,41036,0.0,0.0,0.0,332.0,38336.0,36507.0,1206,11975.0,0.0551719398,2013.0,36
703,1799,4,1933,0,2.0,233.0,828,0.0,0.0,0.0,14.0,7810.0,10413.0,687,20498.0,0.0536661934,2013.0,44
704,1833,4,1990,1,5.0,15866.0,10223,0.0,0.0,0.0,147.0,12698.0,18960.0,1079,19353.0,0.0512622551,2013.0,41
705,1835,4,2089,1,14.0,27040.0,28179,0.0,0.0,0.0,209.0,33676.0,51939.0,439,32958.0,0.0519580376,2013.0,31
706,1835,4,2089,1,14.0,27040.0,28179,0.0,0.0,0.0,209.0,33676.0,51939.0,439,32958.0,0.0519580376,2013.0,33
707,1844,4,2061,1,14.0,32108.0,40685,0.0,0.0,0.0,506.0,75424.0,94559.0,1051,23931.0,0.0513455354,2013.0,46
708,1856,4,2104,2,2103.0,3081053.0,4387371,1974.0,0.0,4096044.0,4930.0,1476915.0,1969220.0,107,32715.0,0.0551719398,2013.0,36
709,1857,4,2128,2,1314.0,2823885.0,3110177,4117.0,0.0,7745564.0,366.0,970164.0,1293552.0,306,31803.0,0.0551719398,2013.0,36
710,1858,4,2034,2,820.0,1406293.0,1437445,1050.0,0.0,1528082.0,4869.0,802800.0,1345340.0,570,28980.0,0.0551719398,2013.0,36
711,1859,4,1939,2,3178.0,3345951.0,5899078,6095.0,0.0,8791420.0,2326.0,1742564.0,2323419.0,690,31474.0,0.0536661934,2013.0,44
712,1859,4,1939,2,3178.0,3345951.0,5899078,6095.0,0.0,8791420.0,2326.0,1742564.0,2323419.0,1099,33399.0,0.0536661934,2013.0,44
713,1860,4,2120,2,100.0,195836.0,290375,0.0,0.0,0.0,183.0,197518.0,233675.0,746,30637.0,0.0519580376,2013.0,31
714,1861,4,2024,2,1275.0,1728698.0,1947674,1663.0,0.0,2795046.0,236.0,690768.0,917024.0,1024,29787.0,0.0526517366,2013.0,32
715,1862,4,1996,2,2296.0,1658929.0,3683349,2159.0,0.0,3674826.0,229.0,922992.0,908973.0,620,29751.0,0.0526517366,2013.0,32
716,1862,4,1996,2,2296.0,1658929.0,3683349,2159.0,0.0,3674826.0,229.0,922992.0,908973.0,1079,30521.0,0.0526517366,2013.0,32
717,1863,4,2049,2,1144.0,1215675.0,1711492,902.0,0.0,1956351.0,642.0,861659.0,1148879.0,1093,31913.0,0.0526517366,2013.0,32
718,1864,4,2113,2,1714.0,784625.0,2555223,1761.0,0.0,1649871.0,363.0,552787.0,737049.0,1096,33208.0,0.0526517366,2013.0,32
719,1896,4,1981,0,297.0,552544.0,592117,570.0,0.0,580030.0,490.0,266139.0,496340.0,624,45305.0,0.0512622551,2013.0,41
720,1951,4,2016,0,636.0,397268.0,956570,852.0,0.0,809516.0,1000.0,253497.0,337996.0,1007,55268.0,0.0526517366,2013.0,32
721,1959,4,2003,0,661.0,1119182.0,1336000,907.0,0.0,2585754.0,984.0,413752.0,517190.0,1079,56346.0,0.0477621109,2013.0,48
722,1959,4,2003,0,661.0,1119182.0,1336000,907.0,0.0,2585754.0,984.0,413752.0,517190.0,1079,24094.0,0.0477621109,2013.0,48
723,1960,4,2080,0,450.0,1057934.0,1123342,685.0,0.0,1042605.0,184.0,377532.0,836972.0,7,27325.0,0.0513455354,2013.0,46
724,1960,4,2080,0,450.0,1057934.0,1123342,685.0,0.0,1042605.0,184.0,377532.0,836972.0,1081,55812.0,0.0513455354,2013.0,46
725,1971,4,1938,0,3520.0,5038197.0,6695984,2717.0,0.0,7609935.0,2959.0,1531797.0,3341260.0,690,59787.0,0.0513455354,2013.0,46
726,1971,4,1938,0,3520.0,5038197.0,6695984,2717.0,0.0,7609935.0,2959.0,1531797.0,3341260.0,281,24988.0,0.0513455354,2013.0,46
727,1989,4,2119,0,752.0,1033471.0,1160434,1216.0,0.0,1951264.0,1369.0,569762.0,841204.0,1186,52406.0,0.0513455354,2013.0,46
728,1992,4,1985,0,7.0,16074.0,19067,0.0,0.0,0.0,20.0,6579.0,6840.0,1042,19082.0,0.0526517366,2013.0,32
729,2024,4,2029,0,79.0,132806.0,127721,167.0,0.0,321158.0,189.0,104688.0,109023.0,281,41952.0,0.0551719398,2013.0,36
730,2027,4,2045,2,186.0,449684.0,532924,0.0,0.0,0.0,1174.0,438021.0,544125.0,1279,8782.0,0.0513455354,2013.0,46
731,2073,4,1940,1,22.0,56169.0,81200,0.0,0.0,0.0,165.0,68206.0,73510.0,113,44277.0,0.0551719398,2013.0,36
732,2074,4,1974,1,51.0,125000.0,102845,0.0,0.0,0.0,1924.0,373822.0,516150.0,867,41318.0,0.0519580376,2013.0,31
733,2074,4,1974,1,51.0,125000.0,102845,0.0,0.0,0.0,1924.0,373822.0,516150.0,32,43784.0,0.0519580376,2013.0,31
734,2074,4,1974,1,51.0,125000.0,102845,0.0,0.0,0.0,1924.0,373822.0,516150.0,896,41496.0,0.0519580376,2013.0,31
735,2076,4,2052,2,58.0,96967.0,172696,0.0,0.0,0.0,362.0,114465.0,109000.0,252,13472.0,0.0551719398,2013.0,36
736,2076,4,2052,2,58.0,96967.0,172696,0.0,0.0,0.0,362.0,114465.0,109000.0,659,13014.0,0.0551719398,2013.0,36
737,2078,4,1941,2,56.0,151425.0,197078,7.0,0.0,31630.0,577.0,177850.0,173400.0,292,13313.0,0.0535017417,2013.0,33
738,2081,4,2114,2,80.0,160132.0,192177,0.0,0.0,0.0,424.0,125774.0,165217.0,1104,14627.0,0.0535017417,2013.0,33
739,2104,4,2050,0,222.0,152779.0,220603,191.0,0.0,530000.0,222.0,165375.0,265000.0,1093,51760.0,0.0535017417,2013.0,33
740,2107,4,1920,1,97.0,184912.0,325160,1.0,0.0,500.0,274.0,224606.0,282300.0,690,29745.0,0.0512508457,2013.0,47
741,2107,4,1920,1,97.0,184912.0,325160,1.0,0.0,500.0,274.0,224606.0,282300.0,17,33751.0,0.0512508457,2013.0,47
742,2107,4,1920,1,97.0,184912.0,325160,1.0,0.0,500.0,274.0,224606.0,282300.0,690,28854.0,0.0512508457,2013.0,47
743,2107,4,1920,1,97.0,184912.0,325160,1.0,0.0,500.0,274.0,224606.0,282300.0,1267,28403.0,0.0512508457,2013.0,47
744,2109,4,1947,1,53.0,121273.0,147953,2.0,0.0,5256.0,216.0,178743.0,215400.0,1239,29458.0,0.0519580376,2013.0,31
745,2116,4,1948,0,307.0,417018.0,505495,192.0,0.0,450094.0,90.0,206552.0,275403.0,1346,49920.0,0.0535017417,2013.0,33
746,2123,4,2131,0,111.0,51151.0,201626,0.0,0.0,0.0,431.0,41924.0,55475.0,1032,34811.0,0.0551719398,2013.0,36
747,2139,4,1973,0,86.0,104782.0,104403,99.0,0.0,450000.0,96.0,105306.0,105000.0,176,42465.0,0.0535017417,2013.0,33
748,2140,4,2132,2,52.0,151939.0,129245,0.0,0.0,0.0,381.0,167106.0,170400.0,1366,10507.0,0.0512508457,2013.0,47
749,2145,4,1924,0,1.0,3821.0,4607,0.0,0.0,0.0,25.0,5384.0,4400.0,690,20245.0,0.0536661934,2013.0,44
750,2145,4,1924,0,1.0,3821.0,4607,0.0,0.0,0.0,25.0,5384.0,4400.0,443,16458.0,0.0536661934,2013.0,44
751,2159,4,1934,0,11.0,9816.0,8956,0.0,0.0,0.0,40.0,5703.0,10800.0,690,23850.0,0.0477621109,2013.0,48
752,2174,4,2136,2,142.0,204841.0,207416,0.0,0.0,0.0,645.0,209506.0,259901.0,724,12017.0,0.0535017417,2013.0,33
753,2,5,1840,2,288.0,289320.0,289320,44.0,0.0,131268.0,97.0,187873.0,187873.0,9,17759.0,0.047254648,2013.0,54
755,60,5,1819,2,116.0,154266.0,206253,0.0,0.0,0.0,331.0,173225.0,230967.0,676,13086.0,0.0509559705,2013.0,55
756,77,5,1820,1,28.0,111077.0,91236,421.0,0.0,1420262.0,370.0,204060.0,309105.0,323,30664.0,0.0518161881,2013.0,52
757,398,5,1824,1,21.0,77288.0,76286,0.0,0.0,0.0,1135.0,146732.0,215140.0,323,22306.0,0.0470694117,2013.0,56
758,398,5,1824,1,21.0,77288.0,76286,0.0,0.0,0.0,1135.0,146732.0,215140.0,263,28620.0,0.0470694117,2013.0,56
759,398,5,1824,1,21.0,77288.0,76286,0.0,0.0,0.0,1135.0,146732.0,215140.0,420,24051.0,0.0470694117,2013.0,56
761,399,5,1834,0,174.0,126556.0,156654,198.0,0.0,870639.0,70.0,187750.0,250334.0,263,54200.0,0.0483717834,2013.0,53
762,400,5,1826,0,0.0,7000.0,0,0.0,0.0,0.0,0.0,16552.0,0.0,323,11349.0,0.0470694117,2013.0,56
763,401,5,1843,2,131.0,185082.0,231549,89.0,0.0,182127.0,117.0,209407.0,257736.0,475,18077.0,0.0483717834,2013.0,53
765,402,5,1844,2,22.0,24363.0,24363,39.0,0.0,117400.0,36.0,24555.0,40861.0,1000,15455.0,0.0483717834,2013.0,53
766,403,5,1828,2,211.0,214136.0,285515,148.0,0.0,662455.0,56.0,113702.0,151602.0,468,29091.0,0.0470694117,2013.0,56
767,403,5,1828,2,211.0,214136.0,285515,148.0,0.0,662455.0,56.0,113702.0,151602.0,636,26446.0,0.0470694117,2013.0,56
768,404,5,1829,2,477.0,943720.0,983089,1620.0,0.0,3024378.0,701.0,566375.0,902989.0,420,21823.0,0.047254648,2013.0,54
769,405,5,1835,2,275.0,469791.0,437882,144.0,0.0,619169.0,1168.0,608748.0,604206.0,988,18007.0,0.047254648,2013.0,54
773,419,5,1818,2,43.0,141815.0,110265,0.0,0.0,0.0,313.0,150000.0,181550.0,60,18099.0,0.047254648,2013.0,54
855,622,5,1842,2,141.0,156041.0,207892,165.0,0.0,477852.0,97.0,113201.0,150934.0,344,19565.0,0.0483717834,2013.0,53
857,774,5,1830,1,29.0,60864.0,75494,0.0,0.0,0.0,888.0,85000.0,121215.0,420,22787.0,0.0470694117,2013.0,56
858,902,5,1838,2,17.0,15032.0,14519,0.0,0.0,0.0,13.0,18500.0,15786.0,637,15591.0,0.0470694117,2013.0,56
859,1075,5,1821,2,198.0,610422.0,523456,373.0,0.0,1026580.0,760.0,733099.0,823013.0,323,14034.0,0.047254648,2013.0,54
