,School,Zip Code,School Type,FEDERAL WORK Recipients,FEDERAL WORK $ Federal Award,FEDERAL WORK Disbursements,PERKINS LOAN Recipients,PERKINS LOAN $ Federal Award,PERKINS LOAN Disbursements,FEDERAL SUPPLEMENTAL Recipients,FEDERAL SUPPLEMENTAL $ Federal Award,FEDERAL SUPPLEMENTAL Disbursements,CITY,TuitionAmount,region,State,Substate Region,value,year
4274,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
4275,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
4276,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
4278,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Region II,Illinois,Region II,0.0688290703,2014.0
4279,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
4280,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
4281,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
4282,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Davis County,Utah,Davis County,0.1161013425,2014.0
4287,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Ontario,22239.0,Region 10,California,Region 10,0.080062276,2014.0
4288,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Ontario,22239.0,Region 21R,California,Region 21R,0.0849147794,2014.0
4289,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Ontario,22239.0,Region 21R,California,Region 21R,0.0849147794,2014.0
4290,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Ontario,22239.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
4291,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Ontario,22239.0,Region 10,California,Region 10,0.080062276,2014.0
4292,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Ontario,22239.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
4293,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Ontario,22239.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
4294,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Ontario,22239.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
4296,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Ontario,22239.0,Region II,Illinois,Region II,0.0688290703,2014.0
4297,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Ontario,22239.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
4298,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Ontario,22239.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
4299,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Ontario,22239.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
4300,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Ontario,22239.0,Davis County,Utah,Davis County,0.1161013425,2014.0
4305,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Reseda,26661.0,Region 10,California,Region 10,0.080062276,2014.0
4306,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Reseda,26661.0,Region 21R,California,Region 21R,0.0849147794,2014.0
4307,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Reseda,26661.0,Region 21R,California,Region 21R,0.0849147794,2014.0
4308,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Reseda,26661.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
4309,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Reseda,26661.0,Region 10,California,Region 10,0.080062276,2014.0
4310,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Reseda,26661.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
4311,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Reseda,26661.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
4312,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Reseda,26661.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
4314,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Reseda,26661.0,Region II,Illinois,Region II,0.0688290703,2014.0
4315,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Reseda,26661.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
4316,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Reseda,26661.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
4317,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Reseda,26661.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
4318,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Reseda,26661.0,Davis County,Utah,Davis County,0.1161013425,2014.0
4323,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,San Bernardino,29065.0,Region 10,California,Region 10,0.080062276,2014.0
4324,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,San Bernardino,29065.0,Region 21R,California,Region 21R,0.0849147794,2014.0
4325,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,San Bernardino,29065.0,Region 21R,California,Region 21R,0.0849147794,2014.0
4326,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,San Bernardino,29065.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
4327,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,San Bernardino,29065.0,Region 10,California,Region 10,0.080062276,2014.0
4328,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,San Bernardino,29065.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
4329,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,San Bernardino,29065.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
4330,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,San Bernardino,29065.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
4332,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,San Bernardino,29065.0,Region II,Illinois,Region II,0.0688290703,2014.0
4333,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,San Bernardino,29065.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
4334,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,San Bernardino,29065.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
4335,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,San Bernardino,29065.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
4336,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,San Bernardino,29065.0,Davis County,Utah,Davis County,0.1161013425,2014.0
4341,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Region 10,California,Region 10,0.080062276,2014.0
4342,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Region 21R,California,Region 21R,0.0849147794,2014.0
4343,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Region 21R,California,Region 21R,0.0849147794,2014.0
4344,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
4345,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Region 10,California,Region 10,0.080062276,2014.0
4346,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
4347,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
4348,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
4350,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Region II,Illinois,Region II,0.0688290703,2014.0
4351,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
4352,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
4353,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
4354,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Davis County,Utah,Davis County,0.1161013425,2014.0
4359,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Ontario,22239.0,Region 10,California,Region 10,0.080062276,2014.0
4360,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Ontario,22239.0,Region 21R,California,Region 21R,0.0849147794,2014.0
4361,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Ontario,22239.0,Region 21R,California,Region 21R,0.0849147794,2014.0
4362,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Ontario,22239.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
4363,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Ontario,22239.0,Region 10,California,Region 10,0.080062276,2014.0
4364,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Ontario,22239.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
4365,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Ontario,22239.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
4366,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Ontario,22239.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
4368,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Ontario,22239.0,Region II,Illinois,Region II,0.0688290703,2014.0
4369,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Ontario,22239.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
4370,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Ontario,22239.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
4371,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Ontario,22239.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
4372,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Ontario,22239.0,Davis County,Utah,Davis County,0.1161013425,2014.0
4377,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Reseda,26661.0,Region 10,California,Region 10,0.080062276,2014.0
4378,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Reseda,26661.0,Region 21R,California,Region 21R,0.0849147794,2014.0
4379,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Reseda,26661.0,Region 21R,California,Region 21R,0.0849147794,2014.0
4380,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Reseda,26661.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
4381,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Reseda,26661.0,Region 10,California,Region 10,0.080062276,2014.0
4382,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Reseda,26661.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
4383,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Reseda,26661.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
4384,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Reseda,26661.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
4386,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Reseda,26661.0,Region II,Illinois,Region II,0.0688290703,2014.0
4387,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Reseda,26661.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
4388,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Reseda,26661.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
4389,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Reseda,26661.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
4390,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Reseda,26661.0,Davis County,Utah,Davis County,0.1161013425,2014.0
4395,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,San Bernardino,29065.0,Region 10,California,Region 10,0.080062276,2014.0
4396,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,San Bernardino,29065.0,Region 21R,California,Region 21R,0.0849147794,2014.0
4397,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,San Bernardino,29065.0,Region 21R,California,Region 21R,0.0849147794,2014.0
4398,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,San Bernardino,29065.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
4399,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,San Bernardino,29065.0,Region 10,California,Region 10,0.080062276,2014.0
4400,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,San Bernardino,29065.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
4401,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,San Bernardino,29065.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
4402,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,San Bernardino,29065.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
4404,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,San Bernardino,29065.0,Region II,Illinois,Region II,0.0688290703,2014.0
4405,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,San Bernardino,29065.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
4406,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,San Bernardino,29065.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
4407,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,San Bernardino,29065.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
4408,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,San Bernardino,29065.0,Davis County,Utah,Davis County,0.1161013425,2014.0
4413,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Region 10,California,Region 10,0.080062276,2014.0
4414,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Region 21R,California,Region 21R,0.0849147794,2014.0
4415,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Region 21R,California,Region 21R,0.0849147794,2014.0
4416,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
4417,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Region 10,California,Region 10,0.080062276,2014.0
4418,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
4419,everest college,802294339,Private/Non-Profit,12,35051,19652,0,0,0,154,90538,116214,Anaheim,26364.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
